년월,항공사(ICAO),항공사(IATA),항공사명,국제_국내,경유지공항,도착_출발,정기_부정기,여객_화물,유임승객(명),무임승객(명),환승객(명),항공화물(kg),환적화물(kg),우편물(kg),수하물(kg)
2020-01,AAR,OZ,아시아나항공,국제,CAN,도착,정기,여객,10281,48,2627,360080,249349,71616,220916
2020-01,AAR,OZ,아시아나항공,국제,CAN,출발,정기,화물,0,0,0,57517,31889,0,0
2020-01,AAR,OZ,아시아나항공,국제,CAN,출발,정기,여객,7337,16,1790,140642,42119,5165,160452
2020-01,AAR,OZ,아시아나항공,국제,CDG,도착,정기,여객,5297,13,479,201529,20524,0,104549
2020-01,AAR,OZ,아시아나항공,국제,CDG,출발,정기,여객,5669,9,764,173809,92693,9917,110525
2020-01,AAR,OZ,아시아나항공,국제,CEB,도착,정기,여객,2539,32,2476,12828,4950,0,86574
2020-01,AAR,OZ,아시아나항공,국제,CEB,출발,정기,여객,3124,35,2077,394,49,0,95879
2020-01,AAR,OZ,아시아나항공,국제,CGK,도착,정기,여객,6542,45,541,277465,169942,3838,103248
2020-01,AAR,OZ,아시아나항공,국제,CGK,출발,정기,여객,7441,44,615,157555,103422,0,175558
2020-01,AAR,OZ,아시아나항공,국제,CGQ,도착,정기,여객,5977,52,1922,7366,0,7366,112942
2020-01,AAR,OZ,아시아나항공,국제,CGQ,출발,정기,여객,7132,54,796,18638,11316,5647,127071
2020-01,AAR,OZ,아시아나항공,국제,CKG,도착,정기,화물,0,0,0,469530,304394,0,0
2020-01,AAR,OZ,아시아나항공,국제,CKG,도착,정기,여객,2184,17,399,5698,23,0,35368
2020-01,AAR,OZ,아시아나항공,국제,CKG,출발,정기,화물,0,0,0,3174,0,0,0
2020-01,AAR,OZ,아시아나항공,국제,CKG,출발,정기,여객,1487,6,101,5147,3,0,21508
2020-01,AAR,OZ,아시아나항공,국제,CRK,도착,정기,여객,2887,12,2385,664,386,0,121143
2020-01,AAR,OZ,아시아나항공,국제,CRK,출발,정기,여객,3437,15,2040,132,0,0,130133
2020-01,AAR,OZ,아시아나항공,국제,CSX,도착,정기,여객,1490,4,433,34492,10736,21765,25741
2020-01,AAR,OZ,아시아나항공,국제,CSX,출발,정기,여객,1283,6,318,414,414,0,21220
2020-01,AAR,OZ,아시아나항공,국제,CTS,도착,정기,여객,2427,8,2620,0,0,0,74634
2020-01,AAR,OZ,아시아나항공,국제,CTS,출발,정기,여객,2251,9,2561,0,0,0,61900
2020-01,AAR,OZ,아시아나항공,국제,CTU,도착,정기,여객,3466,12,1204,4010,141,2354,63326
2020-01,AAR,OZ,아시아나항공,국제,CTU,출발,정기,여객,3270,5,730,6250,115,0,61207
2020-01,AAR,OZ,아시아나항공,국제,CXR,도착,정기,여객,3344,33,466,0,0,0,47381
2020-01,AAR,OZ,아시아나항공,국제,CXR,출발,정기,여객,3012,28,827,1898,0,0,48315
2020-01,AAR,OZ,아시아나항공,국제,DAD,도착,정기,여객,12322,90,1446,56326,33259,0,181956
2020-01,AAR,OZ,아시아나항공,국제,DAD,도착,부정기,여객,290,0,0,0,0,0,2981
2020-01,AAR,OZ,아시아나항공,국제,DAD,출발,정기,여객,11692,92,2503,45818,22204,0,195772
2020-01,AAR,OZ,아시아나항공,국제,DAD,출발,부정기,여객,292,0,0,0,0,0,2459
2020-01,AAR,OZ,아시아나항공,국제,DFW,도착,정기,화물,0,0,0,41346,23250,0,0
2020-01,AAR,OZ,아시아나항공,국제,DFW,출발,정기,화물,0,0,0,372586,285044,0,0
2020-01,AAR,OZ,아시아나항공,국제,DLC,도착,정기,여객,6667,45,2007,126553,83274,0,114467
2020-01,AAR,OZ,아시아나항공,국제,DLC,출발,정기,여객,6019,48,1137,124210,90216,0,103577
2020-01,AAR,OZ,아시아나항공,국제,DME,출발,정기,화물,0,0,0,249429,210691,1631,0
2020-01,AAR,OZ,아시아나항공,국제,FCO,도착,정기,여객,4710,10,346,120007,11163,0,88445
2020-01,AAR,OZ,아시아나항공,국제,FCO,출발,정기,여객,4580,5,233,125776,110471,7128,72658
2020-01,AAR,OZ,아시아나항공,국제,FRA,도착,정기,화물,0,0,0,1872235,364247,0,0
2020-01,AAR,OZ,아시아나항공,국제,FRA,도착,정기,여객,11894,22,434,302421,41009,0,223456
2020-01,AAR,OZ,아시아나항공,국제,FRA,출발,정기,화물,0,0,0,1195064,847814,12857,0
2020-01,AAR,OZ,아시아나항공,국제,FRA,출발,정기,여객,13301,31,1029,211450,118525,27737,248624
2020-01,AAR,OZ,아시아나항공,국제,FUK,도착,정기,여객,10215,60,1703,72179,26271,0,131910
2020-01,AAR,OZ,아시아나항공,국제,FUK,출발,정기,여객,10605,63,2870,64806,26032,7487,147314
2020-01,AAR,OZ,아시아나항공,국제,HAK,도착,정기,여객,1043,0,0,0,0,0,14326
2020-01,AAR,OZ,아시아나항공,국제,HAK,출발,정기,여객,1063,0,0,0,0,0,24704
2020-01,AAR,OZ,아시아나항공,국제,HAN,도착,정기,화물,0,0,0,331318,214759,0,0
2020-01,AAR,OZ,아시아나항공,국제,HAN,도착,정기,여객,19457,109,2543,404384,211593,0,333967
2020-01,AAR,OZ,아시아나항공,국제,HAN,도착,부정기,화물,0,0,0,45302,7280,0,0
2020-01,AAR,OZ,아시아나항공,국제,HAN,출발,정기,화물,0,0,0,2875560,330512,5231,0
2020-01,AAR,OZ,아시아나항공,국제,HAN,출발,정기,여객,20169,180,2714,368276,183782,9030,389705
2020-01,AAR,OZ,아시아나항공,국제,HAN,출발,부정기,화물,0,0,0,33433,2482,0,0
2020-01,AAR,OZ,아시아나항공,국제,HGH,도착,정기,여객,5927,43,861,179932,64446,85252,92739
2020-01,AAR,OZ,아시아나항공,국제,HGH,출발,정기,여객,5331,27,374,44371,6541,0,72614
2020-01,AAR,OZ,아시아나항공,국제,HKG,도착,정기,화물,0,0,0,3371133,2606126,4792,0
2020-01,AAR,OZ,아시아나항공,국제,HKG,도착,정기,여객,15729,60,1521,513616,401526,20373,217198
2020-01,AAR,OZ,아시아나항공,국제,HKG,출발,정기,화물,0,0,0,1303202,213933,43848,0
2020-01,AAR,OZ,아시아나항공,국제,HKG,출발,정기,여객,14396,49,956,291637,81616,19549,256482
2020-01,AAR,OZ,아시아나항공,국제,HKT,도착,정기,여객,4978,49,2818,1682,1682,0,107918
2020-01,AAR,OZ,아시아나항공,국제,HKT,출발,정기,여객,4923,62,2331,282996,2252,0,80784
2020-01,AAR,OZ,아시아나항공,국제,HND,도착,정기,여객,2648,9,1418,1551,359,0,45962
2020-01,AAR,OZ,아시아나항공,국제,HND,출발,정기,여객,2844,9,1789,997,619,0,58985
2020-01,AAR,OZ,아시아나항공,국제,HNL,도착,정기,여객,5462,36,2357,36790,11537,0,158306
2020-01,AAR,OZ,아시아나항공,국제,HNL,출발,정기,여객,7044,56,1485,162225,71101,72928,134245
2020-01,AAR,OZ,아시아나항공,국제,HRB,도착,정기,여객,4180,22,783,1178,0,0,77218
2020-01,AAR,OZ,아시아나항공,국제,HRB,출발,정기,여객,4593,45,311,12725,3909,5495,82639
2020-01,AAR,OZ,아시아나항공,국제,IST,도착,정기,여객,4595,5,216,140860,89795,0,82229
2020-01,AAR,OZ,아시아나항공,국제,IST,출발,정기,여객,4464,2,166,191390,168775,0,71972
2020-01,AAR,OZ,아시아나항공,국제,JFK,도착,정기,화물,0,0,0,182502,27437,0,0
2020-01,AAR,OZ,아시아나항공,국제,JFK,도착,정기,여객,7763,31,7585,224668,124267,0,436699
2020-01,AAR,OZ,아시아나항공,국제,JFK,도착,부정기,화물,0,0,0,24297,4097,0,0
2020-01,AAR,OZ,아시아나항공,국제,JFK,출발,정기,화물,0,0,0,1104851,931755,14152,0
2020-01,AAR,OZ,아시아나항공,국제,JFK,출발,정기,여객,9602,66,8612,400434,171430,139445,463615
2020-01,AAR,OZ,아시아나항공,국제,JFK,출발,부정기,화물,0,0,0,39552,26553,0,0
2020-01,AAR,OZ,아시아나항공,국제,KHH,도착,정기,여객,4530,17,41,0,0,0,62864
2020-01,AAR,OZ,아시아나항공,국제,KHH,출발,정기,여객,4186,13,31,0,0,0,62279
2020-01,AAR,OZ,아시아나항공,국제,KIX,도착,정기,화물,0,0,0,317142,188185,0,0
2020-01,AAR,OZ,아시아나항공,국제,KIX,도착,정기,여객,10380,49,2559,184920,32664,1252,148887
2020-01,AAR,OZ,아시아나항공,국제,KIX,출발,정기,화물,0,0,0,271046,184447,17822,0
2020-01,AAR,OZ,아시아나항공,국제,KIX,출발,정기,여객,11513,61,3487,228492,91020,38426,192223
2020-01,AAR,OZ,아시아나항공,국제,KMI,도착,정기,여객,1411,6,47,0,0,0,27666
2020-01,AAR,OZ,아시아나항공,국제,KMI,출발,정기,여객,1595,3,65,0,0,0,30012
2020-01,AAR,OZ,아시아나항공,국제,KWL,도착,정기,여객,2121,4,205,0,0,0,29683
2020-01,AAR,OZ,아시아나항공,국제,KWL,출발,정기,여객,1843,9,140,103,0,0,22541
2020-01,AAR,OZ,아시아나항공,국제,LAX,도착,정기,여객,14836,75,9278,152232,21194,0,685083
2020-01,AAR,OZ,아시아나항공,국제,LAX,도착,부정기,화물,0,0,0,58044,4990,0,0
2020-01,AAR,OZ,아시아나항공,국제,LAX,출발,정기,화물,0,0,0,1170795,842540,1092,0
2020-01,AAR,OZ,아시아나항공,국제,LAX,출발,정기,여객,16277,125,10044,227307,130956,42290,662752
2020-01,AAR,OZ,아시아나항공,국제,LAX,출발,부정기,화물,0,0,0,91796,87484,0,0
2020-01,AAR,OZ,아시아나항공,국제,LHR,도착,정기,여객,5341,8,855,167723,11578,0,117504
2020-01,AAR,OZ,아시아나항공,국제,LHR,출발,정기,여객,5495,12,1146,216201,161592,23637,126211
2020-01,AAR,OZ,아시아나항공,국제,LIS,도착,부정기,여객,2387,3,135,7198,920,0,44958
2020-01,AAR,OZ,아시아나항공,국제,LIS,출발,부정기,여객,2526,1,94,31667,24362,2280,39554
2020-01,AAR,OZ,아시아나항공,국제,MEL,도착,부정기,여객,1358,7,74,0,0,0,22845
2020-01,AAR,OZ,아시아나항공,국제,MEL,출발,부정기,여객,1313,7,134,1877,1641,0,24259
2020-01,AAR,OZ,아시아나항공,국제,MNL,도착,정기,여객,7760,40,10865,237850,102881,0,443407
2020-01,AAR,OZ,아시아나항공,국제,MNL,출발,정기,여객,9474,62,8416,215080,110983,0,461519
2020-01,AAR,OZ,아시아나항공,국제,MXP,도착,정기,화물,0,0,0,469638,73549,0,0
2020-01,AAR,OZ,아시아나항공,국제,MXP,출발,정기,화물,0,0,0,405042,366021,3671,0
2020-01,AAR,OZ,아시아나항공,국제,NGO,도착,정기,여객,5669,30,762,34403,3040,11740,68513
2020-01,AAR,OZ,아시아나항공,국제,NGO,출발,정기,여객,6174,32,1469,28572,7911,17889,100709
2020-01,AAR,OZ,아시아나항공,국제,NKG,도착,정기,여객,5758,22,1129,94570,47523,5739,85931
2020-01,AAR,OZ,아시아나항공,국제,NKG,출발,정기,여객,5851,20,460,131046,13967,0,89061
2020-01,AAR,OZ,아시아나항공,국제,NRT,도착,정기,화물,0,0,0,450087,133541,0,0
2020-01,AAR,OZ,아시아나항공,국제,NRT,도착,정기,여객,14373,78,4612,348189,98511,253,249559
2020-01,AAR,OZ,아시아나항공,국제,NRT,출발,정기,화물,0,0,0,539090,287468,5184,0
2020-01,AAR,OZ,아시아나항공,국제,NRT,출발,정기,여객,15785,91,5687,429803,86609,34089,304386
2020-01,AAR,OZ,아시아나항공,국제,OKA,도착,정기,여객,3495,61,683,907,118,630,56370
2020-01,AAR,OZ,아시아나항공,국제,OKA,출발,정기,여객,3577,62,809,2811,1376,1435,57201
2020-01,AAR,OZ,아시아나항공,국제,ORD,출발,정기,화물,0,0,0,1083673,850465,24063,0
2020-01,AAR,OZ,아시아나항공,국제,ORD,출발,부정기,화물,0,0,0,46844,32595,1296,0
2020-01,AAR,OZ,아시아나항공,국제,PEK,도착,정기,여객,11539,62,4716,193048,63449,90720,215809
2020-01,AAR,OZ,아시아나항공,국제,PEK,출발,정기,여객,12204,64,2766,157321,76452,1989,239016
2020-01,AAR,OZ,아시아나항공,국제,PNH,도착,정기,여객,5836,41,804,68378,61710,0,105182
2020-01,AAR,OZ,아시아나항공,국제,PNH,출발,정기,여객,6928,65,831,58982,17614,0,143834
2020-01,AAR,OZ,아시아나항공,국제,PQC,도착,정기,여객,2719,34,335,0,0,0,36958
2020-01,AAR,OZ,아시아나항공,국제,PQC,출발,정기,여객,2619,32,266,0,0,0,30707
2020-01,AAR,OZ,아시아나항공,국제,PVG,도착,정기,화물,0,0,0,2288738,1447064,2222,0
2020-01,AAR,OZ,아시아나항공,국제,PVG,도착,정기,여객,24019,78,4894,912069,687431,15411,342184
2020-01,AAR,OZ,아시아나항공,국제,PVG,출발,정기,화물,0,0,0,1397910,565854,0,0
2020-01,AAR,OZ,아시아나항공,국제,PVG,출발,정기,여객,18770,40,2173,399123,261818,1713,292829
2020-01,AAR,OZ,아시아나항공,국제,RMQ,도착,부정기,여객,2858,14,6,0,0,0,33516
2020-01,AAR,OZ,아시아나항공,국제,RMQ,출발,부정기,여객,2451,15,19,0,0,0,35535
2020-01,AAR,OZ,아시아나항공,국제,ROR,도착,정기,여객,1024,7,1134,0,0,0,30715
2020-01,AAR,OZ,아시아나항공,국제,ROR,출발,정기,여객,961,5,993,0,0,0,27361
2020-01,AAR,OZ,아시아나항공,국제,SDJ,도착,정기,여객,2390,21,718,1629,497,0,41316
2020-01,AAR,OZ,아시아나항공,국제,SDJ,출발,정기,여객,2671,19,909,424,0,0,50435
2020-01,AAR,OZ,아시아나항공,국제,SEA,도착,정기,화물,0,0,0,522110,158068,0,0
2020-01,AAR,OZ,아시아나항공,국제,SEA,도착,정기,여객,2143,18,3230,76328,58984,0,168713
2020-01,AAR,OZ,아시아나항공,국제,SEA,출발,정기,화물,0,0,0,14242,13749,0,0
2020-01,AAR,OZ,아시아나항공,국제,SEA,출발,정기,여객,3162,43,3214,83275,36992,0,162300
2020-01,AAR,OZ,아시아나항공,국제,SFO,도착,정기,화물,0,0,0,1012542,215233,0,0
2020-01,AAR,OZ,아시아나항공,국제,SFO,도착,정기,여객,4338,24,4102,88893,7088,0,242637
2020-01,AAR,OZ,아시아나항공,국제,SFO,출발,정기,화물,0,0,0,199641,93709,3651,0
2020-01,AAR,OZ,아시아나항공,국제,SFO,출발,정기,여객,5373,45,4093,154816,68846,23629,228494
2020-01,AAR,OZ,아시아나항공,국제,SGN,도착,정기,여객,11301,90,4227,272803,73268,0,318722
2020-01,AAR,OZ,아시아나항공,국제,SGN,출발,정기,화물,0,0,0,254483,122236,0,0
2020-01,AAR,OZ,아시아나항공,국제,SGN,출발,정기,여객,11242,212,6203,330665,180114,0,491329
2020-01,AAR,OZ,아시아나항공,국제,SIN,도착,정기,화물,0,0,0,1136175,278168,0,0
2020-01,AAR,OZ,아시아나항공,국제,SIN,도착,정기,여객,9345,29,1443,391676,30817,25340,140810
2020-01,AAR,OZ,아시아나항공,국제,SIN,도착,부정기,화물,0,0,0,172453,33614,0,0
2020-01,AAR,OZ,아시아나항공,국제,SIN,출발,정기,화물,0,0,0,445308,278104,0,0
2020-01,AAR,OZ,아시아나항공,국제,SIN,출발,정기,여객,9923,36,1907,333962,122184,3916,163787
2020-01,AAR,OZ,아시아나항공,국제,SIN,출발,부정기,화물,0,0,0,127241,93553,0,0
2020-01,AAR,OZ,아시아나항공,국제,SPN,도착,정기,여객,8043,141,3240,2210,375,0,146834
2020-01,AAR,OZ,아시아나항공,국제,SPN,출발,정기,여객,7375,127,3617,49585,22361,0,128286
2020-01,AAR,OZ,아시아나항공,국제,STN,출발,정기,화물,0,0,0,352180,310919,397,0
2020-01,AAR,OZ,아시아나항공,국제,SYD,도착,정기,여객,9825,81,1730,139776,6698,0,193366
2020-01,AAR,OZ,아시아나항공,국제,SYD,출발,정기,여객,10581,110,3862,67698,29389,13979,259161
2020-01,AAR,OZ,아시아나항공,국제,SZX,도착,정기,여객,7127,49,559,283107,140781,0,96378
2020-01,AAR,OZ,아시아나항공,국제,SZX,출발,정기,여객,6406,20,237,174221,23220,0,81591
2020-01,AAR,OZ,아시아나항공,국제,TAO,도착,정기,여객,8358,50,2277,201499,183093,0,133404
2020-01,AAR,OZ,아시아나항공,국제,TAO,출발,정기,여객,8852,42,1555,166999,80154,0,119815
2020-01,AAR,OZ,아시아나항공,국제,TAS,도착,정기,여객,2456,16,640,274,0,0,105735
2020-01,AAR,OZ,아시아나항공,국제,TAS,출발,정기,여객,2958,25,840,71586,18998,1374,135921
2020-01,AAR,OZ,아시아나항공,국제,TPE,도착,정기,여객,19417,63,1035,265537,85429,0,247551
2020-01,AAR,OZ,아시아나항공,국제,TPE,출발,정기,여객,17988,51,504,224029,23219,4022,214284
2020-01,AAR,OZ,아시아나항공,국제,TSN,도착,정기,화물,0,0,0,480989,388152,509,0
2020-01,AAR,OZ,아시아나항공,국제,TSN,도착,정기,여객,3569,15,1136,17158,14000,0,60552
2020-01,AAR,OZ,아시아나항공,국제,TSN,도착,부정기,화물,0,0,0,174341,125745,37,0
2020-01,AAR,OZ,아시아나항공,국제,TSN,출발,정기,화물,0,0,0,379701,285900,0,0
2020-01,AAR,OZ,아시아나항공,국제,TSN,출발,정기,여객,3228,12,595,18013,7644,0,55686
2020-01,AAR,OZ,아시아나항공,국제,TSN,출발,부정기,화물,0,0,0,63594,48929,0,0
2020-01,AAR,OZ,아시아나항공,국제,ULN,도착,정기,여객,2780,30,208,3279,2200,0,51813
2020-01,AAR,OZ,아시아나항공,국제,ULN,출발,정기,여객,2641,23,553,46785,29548,3193,62181
2020-01,AAR,OZ,아시아나항공,국제,VCE,도착,정기,여객,2324,3,136,49674,31730,0,42150
2020-01,AAR,OZ,아시아나항공,국제,VCE,출발,정기,여객,2754,6,57,53613,28023,0,42849
2020-01,AAR,OZ,아시아나항공,국제,VIE,출발,정기,화물,0,0,0,786098,463661,2342,0
2020-01,AAR,OZ,아시아나항공,국제,WEH,도착,정기,여객,3310,21,494,10772,3228,0,52392
2020-01,AAR,OZ,아시아나항공,국제,WEH,출발,정기,여객,3951,23,267,5127,497,0,53178
2020-01,AAR,OZ,아시아나항공,국제,WUH,출발,정기,화물,0,0,0,60915,24702,0,0
2020-01,AAR,OZ,아시아나항공,국제,XIY,도착,정기,화물,0,0,0,17027,3993,0,0
2020-01,AAR,OZ,아시아나항공,국제,XIY,도착,정기,여객,2548,14,636,6320,203,0,44500
2020-01,AAR,OZ,아시아나항공,국제,XIY,출발,정기,화물,0,0,0,556381,88434,0,0
2020-01,AAR,OZ,아시아나항공,국제,XIY,출발,정기,여객,2563,6,362,4657,1468,0,42577
2020-01,AAR,OZ,아시아나항공,국제,YNJ,도착,정기,여객,4521,65,623,133,0,133,80551
2020-01,AAR,OZ,아시아나항공,국제,YNJ,출발,정기,여객,4993,53,339,13768,0,13603,80534
2020-01,AAR,OZ,아시아나항공,국제,YNT,도착,정기,화물,0,0,0,203811,126340,0,0
2020-01,AAR,OZ,아시아나항공,국제,YNT,도착,정기,여객,3269,22,730,6469,5438,0,55320
2020-01,AAR,OZ,아시아나항공,국제,YNT,도착,부정기,화물,0,0,0,20384,8248,0,0
2020-01,AAR,OZ,아시아나항공,국제,YNT,출발,정기,화물,0,0,0,206684,69820,0,0
2020-01,AAR,OZ,아시아나항공,국제,YNT,출발,정기,여객,3595,24,466,4032,2404,0,68932
2020-01,AAR,OZ,아시아나항공,국제,YNT,출발,부정기,화물,0,0,0,24692,13940,0,0
2020-01,AAR,OZ,아시아나항공,국제,YNZ,도착,정기,여객,1225,12,176,0,0,0,20491
2020-01,AAR,OZ,아시아나항공,국제,YNZ,출발,정기,여객,855,4,43,2159,0,0,12097
2020-01,AAV,8Y,팬퍼시픽항공(구 아스트로항공),국제,CEB,도착,정기,여객,5265,23,8,0,0,0,56179
2020-01,AAV,8Y,팬퍼시픽항공(구 아스트로항공),국제,CEB,출발,정기,여객,5269,26,3,0,0,0,49105
2020-01,AAV,8Y,팬퍼시픽항공(구 아스트로항공),국제,CRK,도착,정기,여객,3790,9,1,0,0,0,44605
2020-01,AAV,8Y,팬퍼시픽항공(구 아스트로항공),국제,CRK,출발,정기,여객,3899,6,3,0,0,0,50175
2020-01,AAV,8Y,팬퍼시픽항공(구 아스트로항공),국제,KLO,도착,정기,여객,4898,16,0,0,0,0,52781
2020-01,AAV,8Y,팬퍼시픽항공(구 아스트로항공),국제,KLO,출발,정기,여객,4973,14,7,0,0,0,46501
2020-01,ABL,BX,에어 부산,국내,CJU,도착,부정기,여객,182,0,0,0,0,0,955
2020-01,ABL,BX,에어 부산,국제,CEB,도착,정기,여객,4927,50,2,0,0,0,40786
2020-01,ABL,BX,에어 부산,국제,CEB,출발,정기,여객,5139,47,1,0,0,0,37496
2020-01,ABL,BX,에어 부산,국제,CTU,도착,정기,여객,975,0,1,0,0,0,8805
2020-01,ABL,BX,에어 부산,국제,CTU,출발,정기,여객,963,1,2,0,0,0,11218
2020-01,ABL,BX,에어 부산,국제,KHH,도착,부정기,여객,3145,8,0,0,0,0,29272
2020-01,ABL,BX,에어 부산,국제,KHH,출발,부정기,여객,2819,9,0,0,0,0,26048
2020-01,ABL,BX,에어 부산,국제,KOJ,도착,부정기,여객,626,0,0,0,0,0,11056
2020-01,ABL,BX,에어 부산,국제,KOJ,출발,부정기,여객,714,0,0,0,0,0,11421
2020-01,ABL,BX,에어 부산,국제,NGB,도착,정기,여객,2024,6,0,0,0,0,17568
2020-01,ABL,BX,에어 부산,국제,NGB,출발,정기,여객,1774,5,0,0,0,0,20414
2020-01,ABL,BX,에어 부산,국제,SZX,도착,정기,여객,3702,6,3,0,0,0,30676
2020-01,ABL,BX,에어 부산,국제,SZX,출발,정기,여객,3303,5,2,0,0,0,32576
2020-01,ABW,RU,에어브릿지 화물항공,국제,HKG,출발,정기,화물,0,0,0,9153,0,0,0
2020-01,ABW,RU,에어브릿지 화물항공,국제,NRT,도착,정기,화물,0,0,0,322974,85942,0,0
2020-01,ABW,RU,에어브릿지 화물항공,국제,SVO,도착,정기,화물,0,0,0,280253,8968,0,0
2020-01,ABW,RU,에어브릿지 화물항공,국제,SVO,출발,정기,화물,0,0,0,655846,0,0,0
2020-01,ACA,AC,캐나다항공,국제,YVR,도착,정기,여객,5530,67,2183,156443,0,1994,227241
2020-01,ACA,AC,캐나다항공,국제,YVR,출발,정기,여객,6460,34,1886,269744,0,28113,256704
2020-01,ACA,AC,캐나다항공,국제,YYZ,도착,정기,여객,4444,44,1650,102820,0,1571,186081
2020-01,ACA,AC,캐나다항공,국제,YYZ,출발,정기,여객,4453,23,1774,177265,0,32657,196560
2020-01,ACA,AC,캐나다항공,국제,YYZ,출발,부정기,여객,244,4,26,10292,0,2432,9156
2020-01,AFL,SU,에어로플로트항공,국제,SVO,도착,정기,여객,6881,21,119,130561,0,9446,112275
2020-01,AFL,SU,에어로플로트항공,국제,SVO,출발,정기,여객,6946,23,669,214787,0,93984,133976
2020-01,AFR,AF,프랑스항공,국제,CDG,도착,정기,여객,8724,25,518,394485,0,8919,168641
2020-01,AFR,AF,프랑스항공,국제,CDG,출발,정기,여객,9133,24,486,520815,0,34314,165237
2020-01,AHK,LD,에어홍콩,국제,HKG,도착,정기,화물,0,0,0,826412,0,0,0
2020-01,AHK,LD,에어홍콩,국제,HKG,출발,정기,화물,0,0,0,800149,0,0,0
2020-01,AIC,AI,인도항공,국제,DEL,도착,정기,여객,3111,16,85,109463,0,7089,72307
2020-01,AIC,AI,인도항공,국제,DEL,출발,정기,여객,3513,18,83,145319,0,382,81104
2020-01,AIH,KJ,에어인천,국제,UUS,도착,정기,화물,0,0,0,2596,0,0,0
2020-01,AIH,KJ,에어인천,국제,UUS,출발,정기,화물,0,0,0,26610,822,0,0
2020-01,AIH,KJ,에어인천,국제,YNT,도착,정기,화물,0,0,0,2185,0,0,0
2020-01,AIH,KJ,에어인천,국제,YNT,도착,부정기,화물,0,0,0,466,0,0,0
2020-01,AIH,KJ,에어인천,국제,YNT,출발,정기,화물,0,0,0,4621,0,0,0
2020-01,AIH,KJ,에어인천,국제,YNT,출발,부정기,화물,0,0,0,27671,0,0,0
2020-01,AJX,NQ,에어재팬,국제,NRT,도착,정기,화물,0,0,0,405965,2462,4723,0
2020-01,AJX,NQ,에어재팬,국제,NRT,출발,정기,화물,0,0,0,83234,0,102,0
2020-01,AJX,NQ,에어재팬,국제,OKA,출발,정기,화물,0,0,0,410375,0,4203,0
2020-01,AMU,NX,마카오항공,국제,MFM,도착,정기,여객,8293,23,19,72958,0,37198,98697
2020-01,AMU,NX,마카오항공,국제,MFM,출발,정기,여객,7697,21,25,51554,0,2771,131857
2020-01,AMX,AM,AEROMEXICO,국제,MEX,도착,정기,여객,3798,29,715,19735,0,0,99950
2020-01,AMX,AM,AEROMEXICO,국제,MEX,출발,정기,여객,5175,19,499,234535,0,0,124925
2020-01,ANZ,NZ,AIR NEW ZEALAND,국제,AKL,도착,정기,여객,4578,26,186,74090,0,0,86323
